ID,Score Question 1,Score Question 2,Score Question 3,Score Question 4,Score Question 5,Score Question 6,Score Question 7,Score Question 8,Score Question 9,Score Question 10,Score Question 11,Score Question 12,Score Question 13,Score Question 14,Score Question 15,Score Question 16,Score Question 17,Score Question 18,Score Question 19,Score Question 20,Score Question 21,Score Question 22,Score Question 23,Score Question 24,Score Question 25,Score Question 26,Score Question 27,Score Question 28,Score Question 29,Score Question 30,Score Question 31,Score Question 32,Score Question 33,Score Question 34,Score Question 35,Score Question 36,Score Question 37,Score Question 38,Score Question 39,Score Question 40,Score Question 41,Score Question 42,Score Question 43,Score Question 44,Score Question 45,Score Question 46,Score Question 47,Score Question 48,Score Question 49
Student 0330,1,2.2,1,1.5,2.5,3.0,4.2,1.3,1,1,1,1.3,0,2.9,1,4.3,1.9,1.7,1.8,1.1,2.2,2.5,2.5,1,1.5,1,1.0,1.6,3.5,1,1.0,1,2.1,1.9,3.7,2.0,0,1.6,1.2,1,2.6,4.0,1.6,1.1,2.1,3.5,1,1.3,0
Student 0331,0,3,1,1.9,2.4,0.0,3.6,1.3,1,1,1,1.9,1,5,1,4.4,2.2,2,2.0,2,2.8,2.9,3,1,2.7,1,1.6,2.0,4.7,1,1.8,1,3.0,2.2,5,2.2,1,2.4,3.3,1,2.0,4.5,2.9,2,3,4.7,1,2,1
Student 0332,1,2.2,1,1.4,2.7,3.5,3.8,2,1,1,1,1.5,1,4.0,1,5,3.0,1.9,2.4,1.9,2.8,3,2.7,1,2.4,1,2,2,5,1,1.6,1,2.5,2.2,4.0,3,1,3.0,4.7,1,2.5,4.4,2.5,1.9,2.9,4.9,1,1.8,1
Student 0333,0,0.0,0,0.6,0.2,0.7,0.6,0.6,1,1,0,0.0,0,0.0,0,1.2,0.1,0.7,0.5,0.2,0.6,0.2,0.5,0,0.8,0,0.0,0.2,0.7,0,0.2,0,1.0,0.7,5,0.1,0,0.6,1.1,0,0.8,0.4,0.1,0.2,0.5,1.5,0,0.4,0
Student 0334,1,1.8,1,1.1,2.4,2.9,3.2,1.7,1,1,1,1.5,1,2.9,1,4.4,2.2,0.9,1.7,1.5,1.7,2.8,2.5,1,2.2,1,1.1,1.3,3.4,1,1.4,1,2.3,2.4,3.5,1.8,1,2.0,4.1,1,2.4,2.7,2.0,1.8,1.8,4.6,1,1.8,1
Student 0335,1,2.7,1,1.4,2.9,4.0,3.3,1.4,1,1,0,2.0,1,4.2,1,4.4,2.1,1.9,2.9,1.7,2.3,0.0,3.0,1,2.8,1,1.5,1.8,3.2,1,2.0,1,2.5,2.2,3.6,2.9,1,2.8,4.3,1,3,5,2.2,1.9,2.0,4.1,0,1.4,1
Student 0336,1,2.1,1,1.4,1.8,3.1,4.6,1.5,1,1,1,1.5,1,3.7,1,3.2,2.5,1.7,1.6,1.5,2.2,2.6,1.6,1,2.4,0,1.8,0.4,4.0,1,1.6,1,2.5,2.0,3.3,2.1,1,2.2,2.8,1,1.9,2.7,2.3,1.6,2.6,2.6,1,1.4,1
Student 0337,0,0.5,0,0.5,1.1,1.0,1.9,0.0,1,0,0,0.5,0,0.1,1,1.5,0.5,2,0.9,0.8,0.3,0.4,0.6,0,0.2,0,0.2,0.3,1.5,0,0.7,0,0.2,0.0,0.0,0.3,0,0.7,0.6,0,0.1,0.9,1.1,0.3,0.1,0.1,1,0.3,0
Student 0338,1,1.7,1,1.6,1.4,3.1,2.7,1.1,0,1,0,1.4,1,2.2,1,2.6,2.1,1.1,2.3,1.4,1.6,2.2,1.8,1,2.0,1,1.5,1.3,4.1,0,1.5,1,1.8,2.3,1.4,1.4,1,1.9,4.1,0,1.6,3.7,1.8,1.5,1.4,3.1,1,1.2,1
Student 0339,0,3,1,1.7,2.4,5,5,2,1,1,1,1.9,1,5,1,5,2.8,2,2.4,2.0,2.8,2.4,2.8,1,2.6,1,2,1.8,5,1,2.0,1,3,2.7,5,3,1,3,4.5,1,2.5,4.2,3,1.7,0.0,5,0,1.6,1
Student 0340,1,2.1,1,2,2.2,5,3.4,1.3,1,1,1,1.8,1,4.7,1,4.5,2.1,1.3,2.2,1.7,2.8,2.4,3,1,2.0,1,1.8,1.4,3.5,1,1.7,1,3.0,3.0,3.2,2.6,1,2.2,3.5,1,2.4,3.1,1.9,1.5,1.9,4.0,1,1.4,1
Student 0341,1,2.5,1,1.7,3,5,4.0,1.5,1,1,1,1.9,1,3.9,1,5,2.9,1.8,2.8,1.9,2.9,3.0,2.3,1,2.3,1,1.6,1.7,5,1,2,1,3,3,5,2.2,1,3,4.6,1,2.6,4.8,2.8,1.6,2.4,5,1,2,1
Student 0342,0,0.7,1,1.1,0.6,1.2,2.4,0.7,1,1,0,0.9,0,1.4,0,2.7,1.1,1.0,0.6,0.5,1.4,1.4,0.7,0,1.2,0,1.0,1.0,2.0,0,0.6,0,0.7,0.7,2.0,1.4,0,1.6,2.1,0,1.2,1.9,1.1,0.8,1.4,2.8,0,0.5,0
Student 0343,1,2.2,1,1.3,2.0,4.4,3.3,1.2,1,1,1,1.0,1,4.5,1,3.2,1.9,1.4,1.7,1.1,1.9,2.2,2.7,1,2.2,1,1.7,1.4,4.6,1,1.9,1,1.8,2.1,2.9,0.0,1,1.8,3.6,1,2.5,4.7,2.3,1.7,2.5,4.7,1,1.3,1
Student 0344,0,2.3,1,1.6,1.5,3.3,3.2,1.6,1,1,1,1.7,1,3.1,1,1.7,1.5,1.6,1.7,0.0,2.6,2.0,1.7,1,2.0,1,1.2,1.3,3.0,1,1.6,1,1.7,1.6,4.2,2.5,1,2.1,2.8,1,1.6,3.6,2.2,1.2,1.9,4.2,1,1.7,1
Student 0345,0,1.9,1,1.3,1.8,3.4,4.4,1.6,1,1,1,1.5,1,4.6,1,3.8,2.8,1.9,2.9,1.3,3.0,2.8,2.9,0,2.1,1,1.6,1.5,4.1,0,1.6,1,2.6,1.9,3.1,2.3,1,1.8,3.9,1,1.8,3.8,2.3,1.6,2.5,4.7,1,1.6,1
Student 0346,0,0.0,0,0.0,0.4,0.6,0.0,0.2,0,0,0,0.1,0,0.5,0,0.0,0.9,0.5,0.6,0.3,0.0,0.6,0.3,0,0.2,0,0.4,0.0,0.2,0,0.4,0,0.8,0.4,0.0,0.2,0,0.1,0.6,0,0.5,2.8,0.5,0.4,0.0,0.0,0,0.0,0
Student 0347,1,0.9,1,1.2,1.7,2.3,1.6,0.7,0,0,0,1.1,0,2.8,0,3.0,1.2,0.7,1.8,1.2,0.8,1.2,1.6,1,1.4,1,1.3,1.2,3.2,1,1.1,1,0.9,1.6,2.5,1.3,0,1.5,1.9,0,1.0,1.4,1.8,0.7,1.6,2.9,0,0.0,0
Student 0348,1,2.4,1,0.0,2.3,3.8,4.6,1.5,1,1,1,1.9,1,4.7,0,5,2.8,1.7,2.6,1.5,2.8,2.7,0.0,1,1.9,1,1.5,1.7,4.8,1,1.7,1,2.1,3,4.0,3.0,1,2.7,4.4,1,2.9,4.2,2.6,1.7,0.0,4.8,1,1.4,1
Student 0349,1,2.4,1,1.8,2.3,3.5,3.4,1.4,1,1,1,1.8,1,3.1,1,4.5,2.6,1.7,2.2,1.4,2.5,2.8,1.9,1,2.2,1,1.2,1.6,3.4,1,1.4,1,2.4,2.8,4.7,2.9,1,2.0,4.1,1,2.4,3.7,2.3,1.3,2.8,4.1,1,1.3,1
Student 0350,0,0.8,1,0.3,1.0,0.5,1.7,0.3,0,0,0,0.8,0,2.2,0,1.1,0.9,0.3,0.1,0.9,1.2,0.9,0.8,0,0.2,0,0.3,0.7,2.0,0,0.9,0,0.4,0.5,1.7,0.8,0,0.7,1.3,0,1.3,1.9,0.5,0.8,0.3,0.2,0,0.6,0
Student 0351,1,3,1,1.7,2.9,5,4.9,2,1,1,1,1.5,1,4.3,1,5,2.2,1.8,3,1.8,3,3,2.2,1,2.6,1,2,1.7,3.7,1,1.9,0,3,2.5,5,2.8,1,3,5,1,2.8,4.1,2.4,1.5,2.8,5,1,2,1
Student 0352,0,0.6,0,0.1,0.2,0.0,1.6,2,0,1,0,0.1,0,0.0,0,0.0,0.5,0.0,0.5,0.2,0.4,0.6,0.7,0,0.0,0,0.2,0.2,0.0,0,0.2,0,0.3,0.0,1.2,0.8,0,0.4,0.7,0,0.7,1.2,0.4,0.3,0.0,0.0,0,0.4,0
Student 0353,1,3,1,2,3,5,5,1.8,1,1,1,2,1,5,1,5,2.4,2.0,3,2,3,3,3,1,2.6,1,1.9,2,3.9,1,2,1,2.8,3,5,3,1,2.5,3.9,1,3,4.2,3,1.9,3,5,1,2,1
Student 0354,1,2.4,1,1.6,2.3,3.9,5,1.9,1,1,1,2,1,5,1,4.6,3,1.5,3,2,2.5,3,2.5,1,2.7,1,1.9,2,5,1,2.0,1,3,3,4.1,2.8,1,2.6,5,1,2.5,5,3,1.5,2.5,4.0,1,2,1
Student 0355,1,1.8,1,1.8,1.7,4.6,4.3,1.6,1,1,1,1.5,1,4.4,1,3.4,2.1,1.3,2.1,1.1,2.7,2.0,1.9,1,2.2,1,1.3,1.2,4.1,1,1.1,1,2.7,2.4,1.0,2.1,1,2.6,0.0,1,1.9,3.6,2.5,1.7,2.4,2.6,1,1.5,1
Student 0356,0,0.3,0,0.4,0.5,0.4,1.3,0.9,0,0,0,0.6,0,1.7,0,5,2.1,0.4,0.4,0.7,1.0,0.3,0.9,0,3,0,0.2,0.5,0.7,0,0.9,0,1.3,0.4,2.0,1.1,0,0.5,1.2,0,1.2,0.6,0.6,0.9,1.2,0.6,0,0.7,0
Student 0357,1,2.2,1,1.3,2.6,4.3,3.9,2.0,1,1,1,1.4,1,4.4,0,4.3,2.3,1.7,2.5,1.3,2.9,2.4,1.0,1,3,1,1.7,1.4,4.0,1,1.7,1,2.2,2.6,3.4,2.1,1,2.5,3.6,1,2.2,4.8,2.2,1.8,2.9,4.1,1,1.9,1
Student 0358,1,1.8,1,1.4,2.8,4.3,4.4,1.7,1,1,0,1.3,1,4.1,1,3.1,2.6,1.7,0.0,1.9,2.6,2.4,2.5,1,2.7,1,1.8,1.9,3.1,1,0.0,1,2.0,2.1,3.3,2.6,1,2.7,3.7,1,2.0,3.5,2.2,1.7,1.8,3.7,1,1.5,1
Student 0359,1,2.6,1,1.6,2.3,3.3,4.2,1.7,1,1,1,1.4,1,2.9,1,3.7,2.6,1.4,1.9,1.5,2.3,1.7,2.2,1,2.3,1,1.7,1.3,3.7,1,1.5,1,2.4,2.3,4.1,2.3,1,2.5,3.9,1,2.7,3.3,2.4,1.4,1.8,4.0,1,1.7,1
Student 0360,1,3.0,1,2,3.0,5,5,2,1,1,1,1.9,1,4.4,1,4.7,2.6,1.5,3,2,3,3,3,1,3.0,1,1.8,2,5.0,1,2,1,3,3,5,2.4,1,3,4.6,1,2.4,3.8,3,2,3,4.3,1,1.6,1
Student 0361,1,1.0,0,0.6,2.0,2.3,1.8,0.8,1,0,0,1.4,1,1.7,0,3.4,2.0,1.2,1.4,0.6,1.5,1.0,1.7,0,1.4,0,0.8,0.9,1.8,1,0.8,1,1.7,3,3.3,1.3,1,1.2,1.6,1,1.7,2.0,1.7,1.2,2.0,2.0,1,0.8,0
Student 0362,1,2.1,1,1.4,2.7,3.5,4.9,1.5,1,1,1,1.8,1,4.7,1,3.5,3,1.4,3,1.9,2.4,3,2.1,1,2.9,1,1.9,1.5,4.7,1,1.5,1,3,2.7,5,2.1,1,2.4,4.1,1,3,4.1,2.5,1.9,2.8,4.1,1,0.4,1
Student 0363,0,1.0,1,0.6,0.5,2.4,2.3,1.0,0,0,0,0.6,0,2.2,0,0.8,1.2,1.0,1.3,0.6,1.3,1.6,1.5,0,1.4,1,0.3,0.4,2.5,0,0.3,0,1.3,0.9,2.2,0.8,0,1.1,3.2,0,1.5,1.0,1.5,0.9,0.5,2.1,0,0.7,0
Student 0364,1,1.9,1,1.2,2.5,4.2,3.7,1.2,1,1,1,1.8,1,3.0,0,3.5,2.9,1.5,2.1,0.0,2.4,2.5,2.8,1,2.2,1,1.2,1.6,3.7,1,1.9,1,2.2,2.8,3.8,1.7,1,2.7,4.4,1,2.5,4.1,2.4,0.0,1.7,4.4,1,1.8,1
Student 0365,0,1.1,0,2,1.7,2.0,2.4,2,0,1,0,0.5,0,2.0,0,2.0,0.7,1.0,0.8,0.9,0.8,0.8,1.2,1,0.8,0,0.4,0.8,1.7,0,0.8,0,1.1,1.2,2.8,0.8,0,1.4,2.5,1,0.9,1.7,1.5,1.0,1.0,1.1,1,1.1,0
Student 0366,0,2.4,1,1.5,1.8,3.4,4.6,1.4,1,1,1,1.4,1,4.7,1,3.7,2.0,1.2,2.2,1.4,2.9,1.0,2.4,1,2.2,1,1.9,1.4,3.6,1,1.6,1,2.2,2.8,3.5,1.8,1,2.5,4.8,1,1.9,4.5,2.8,1.2,2.0,3.2,1,1.7,0
Student 0367,1,3,1,2,3,3.7,4.4,2,1,1,1,1.5,1,4.6,1,3.8,3.0,2,3,1.5,3,2.4,3,1,2.4,1,1.6,1.9,5,1,2,1,2.8,3,4.6,3,1,2.6,3.6,1,2.7,5,3,1.6,3,4.7,1,1.8,1
Student 0368,1,3,1,1.7,2.6,3.6,3.8,1.6,1,1,1,1.5,1,3.7,1,5,3,2,2.8,2.0,2.2,2.3,2.6,1,2.5,1,2,1.8,3.8,1,1.6,1,2.7,2.4,5.0,2.6,1,2.8,4.6,1,2.6,4.9,3.0,1.4,2.8,4.2,1,1.6,1
Student 0369,1,3,1,1.6,2.7,5,4.1,1.9,1,1,1,2.0,1,4.0,1,4.4,3,1.9,2.3,2,2.7,2.3,2.3,1,2.1,1,1.8,2,5,1,2,1,2.7,2.3,4.0,3,1,2.6,4.5,1,3,5,2.4,1.4,3,4.4,1,1.7,1
Student 0370,1,2.7,1,1.3,2.8,4.1,2.7,1.8,1,1,1,1.4,1,2.8,1,4.1,2.4,1.8,1.9,0.0,2.1,2.3,2.0,1,2.1,1,1.8,1.7,2.9,1,1.2,1,2.5,1.7,2.9,2.1,1,1.7,4.2,1,2.0,3.4,1.7,1.1,1.7,4.4,1,1.6,1
Student 0371,0,0.3,0,0.1,3,0.0,0.4,0.3,0,0,0,1.3,0,0.0,0,0.6,0.4,0.4,0.2,0.0,1.0,0.1,0.0,0,0.8,0,0.2,0.4,1.6,0,0.2,0,0.7,0.3,0.5,0.8,0,0.2,0.7,0,0.0,0.3,0.0,0.4,0.0,1.1,0,0.1,0
Student 0372,1,1.8,1,1.1,1.6,3.0,3.9,1.4,1,1,1,1.7,1,4.2,1,0.1,2.4,1.4,2.5,1.4,2.2,2.1,2.1,1,1.7,1,1.3,1.2,3.5,1,1.1,1,2.4,2.3,3.4,2.0,1,2.2,4.3,1,2.5,4.1,2.2,1.1,2.6,2.9,1,1.3,1
Student 0373,1,1.8,1,1.7,2.1,2.7,2.8,1.1,1,0,0,1.7,1,3.1,1,3.7,2.2,1.2,2.3,1.3,2.6,2.4,2.5,1,2.7,0,1.6,0.0,3.5,1,1.1,1,1.7,2.5,4.4,2.1,1,1.6,4.4,1,2.1,4.2,2.1,1.4,2.0,2.7,1,1.8,1
Student 0374,1,2.8,1,1.6,2.7,3.6,3.7,1.9,1,1,1,1.4,1,3.7,1,4.1,2.2,1.3,2.3,1.2,2.4,2.8,2.7,1,1.9,1,1.6,1.8,4.0,0,1.7,1,2.1,0.0,3.1,2.2,1,2.8,4.0,1,1.8,4.2,2.4,1.3,0.0,3.3,1,1.8,1
Student 0375,0,1.2,0,0.5,3,0.7,1.0,0.7,0,0,0,0.5,0,4.4,0,0.4,0.2,0.2,0.9,0.7,0.3,1.1,0.9,0,1.3,0,0.2,2,0.3,0,0.1,0,1.2,1.2,0.4,0.6,0,0.2,0.7,0,0.4,0.6,0.6,0.5,0.1,0.6,0,0.8,0
Student 0376,1,2.3,1,1.2,2.7,2.8,4.3,1.4,1,1,1,1.4,1,4.6,1,3.5,2.8,1.7,2.6,1.7,2.4,1.7,1.2,1,2.3,1,1.7,1.5,3.0,1,1.5,1,1.9,1.8,4.4,1.9,1,1.7,4.0,1,2.7,4.0,2.0,1.1,1.8,0.0,1,1.8,0
Student 0377,1,2.9,1,1.7,3,5,5,2,1,1,1,1.8,1,3.9,1,3.8,2.5,1.8,2.5,1.0,3,2.4,2.8,1,3,1,2.0,2,3.7,1,2,1,2.7,2.7,5,3,1,3,4.5,1,3,5,3,1.8,3,4.7,1,2,1
Student 0378,0,1.3,0,2,0.3,2.1,1.2,0.2,0,0,0,0.7,0,0.8,0,1.8,1.2,0.4,0.8,0.4,1.9,1.4,0.5,0,0.5,0,0.8,0.4,1.9,0,0.7,0,0.9,0.4,1.6,1.1,0,0.3,1.9,0,0.5,2.0,1.3,0.2,1.1,2.3,0,0.3,0
Student 0379,1,1.3,0,0.9,1.5,2.8,3.1,1.1,1,1,0,0.6,1,1.9,1,2.5,1.1,1.3,1.3,0.9,1.8,2.0,1.4,1,1.6,0,0.7,1.0,3.0,1,0.0,0,1.2,1.2,1.8,0.9,0,1.3,1.9,1,1.0,2.0,1.6,0.0,1.2,1.9,1,1.2,0
Student 0380,1,2.8,0,2,2.9,5,4.0,0.9,1,1,1,1.6,1,5,1,3.7,2.2,2,2.6,1.7,2.5,2.7,3,1,2.2,1,2.0,1.8,4.9,1,1.4,1,2.3,2.5,5,2.2,1,3,5,1,2.9,4.9,2.3,1.4,2.8,4.4,1,2,1
Student 0381,1,2.1,1,1.8,2.8,4.3,5.0,1.6,1,1,1,2,1,4.6,1,3.8,2.7,2,3,1.5,2.2,3,2.2,1,3,1,1.6,1.9,3.7,1,1.7,1,2.5,3,3.5,2.2,1,3,4.3,1,2.0,5,2.3,2.0,2.6,3.7,1,1.7,1
Student 0382,0,1.4,0,0.3,0.8,1.0,2.2,0.8,0,0,0,0.7,0,2.7,0,1.9,2.8,0.7,1.5,0.7,0.7,0.8,0.6,0,1.0,0,1.0,0.6,2.8,0,0.4,0,1.7,1.5,1.7,3,0,1.5,1.9,0,1.6,2.6,1.2,0.7,0.6,0.9,0,0.4,1
Student 0383,1,3,1,1.9,3,4.1,3.6,1.9,1,1,1,2,1,3.6,1,4.0,2.4,2,2.8,2,2.5,3,3,1,2.5,1,2,1.8,4.7,1,1.9,1,2.6,2.4,5,2.3,1,2.4,4.5,1,2.8,3.8,2.9,1.8,2.2,5,1,1.5,1
Student 0384,1,2.2,1,1.8,2.6,4.5,3.8,1.8,1,1,1,1.8,1,1.4,1,3.7,2.5,1.6,3.0,1.3,2.3,2.9,2.2,1,2.4,1,1.8,1.2,4.3,1,1.3,1,1.9,2.7,4.9,2.9,1,2.4,4.7,1,2.2,3.9,2.2,1.9,2.5,4.1,1,1.3,1
Student 0385,1,2.3,1,1.8,2.1,4.2,3.5,1.7,1,1,1,1.9,1,4.0,1,4.3,2.0,2.0,2.4,2,2.6,2.6,3,1,2.7,1,1.4,2,3.4,1,1.4,1,2.8,3.0,3.7,3,1,2.3,3.5,1,2.3,5,2.6,2.0,3,4.6,1,1.6,1
Student 0386,0,0.7,0,0.7,1.2,2.8,1.4,0.6,1,0,0,1.1,1,2.1,0,1.0,1.5,0.5,0.5,0.3,1.2,1.0,1.3,1,1.4,0,2,1.0,1.3,0,0.6,0,0.9,1.3,1.9,0.7,1,0.8,1.6,0,0.9,1.3,0.6,0.5,1.0,4.5,0,0.9,0
Student 0387,1,0.9,0,1.1,1.7,1.7,2.1,0.7,0,1,0,0.8,0,1.2,0,2.2,1.8,1.0,0.8,1.4,1.6,1.5,1.7,1,0.6,0,0.6,0.9,2.6,0,0.4,0,1.6,0.8,2.7,1.1,0,1.2,2.7,0,1.4,2.0,1.4,0.9,1.2,1.7,1,0.5,0
Student 0388,0,1.7,1,0.0,0.0,3.9,2.7,1.0,1,1,0,1.0,0,2.2,1,3.5,2.3,1.4,1.3,0.7,1.7,2.1,1.4,1,2.2,0,1.5,0.0,3.5,1,0.0,1,2.2,2.4,3.6,2.3,1,1.9,3.8,1,2.3,2.0,2.2,0.0,1.6,3.3,1,1.4,1
Student 0389,1,2.9,1,1.3,1.9,2.5,4.1,1.6,1,1,1,1.8,1,3.4,0,4.3,2.3,1.7,1.9,1.9,1.9,1.9,2.2,1,2.9,1,1.7,1.7,3.1,1,1.2,1,2.7,2.5,4.8,2.0,1,2.7,4.4,1,2.4,4.2,2.2,1.6,2.2,3.3,1,1.5,1
Student 0390,1,3,1,2,3,5,4.6,1.9,1,1,1,1.7,1,5,1,5,3,2,2.7,2,3,2.5,3,1,2.8,1,2,2,4.8,1,2,1,2.5,3,4.2,2.9,1,3,5,1,3,4.6,3.0,1.9,2.8,4.7,1,2,1
Student 0391,1,2.0,1,1.5,2.0,0.9,4.0,1.7,1,1,1,1.7,1,3.9,1,4.3,2.0,1.9,2.4,1.9,2.5,2.0,2.4,1,2.5,1,1.6,1.9,4.9,1,1.4,1,2.3,2.7,3.8,2.2,1,2.1,4.6,1,2.6,3.6,2.4,2,2.0,4.4,1,2.0,1
Student 0392,1,2.1,1,1.3,2.6,2.5,3.7,1.8,1,1,1,1.9,1,4.3,0,4.7,2.8,0.0,2.8,1.3,1.9,0.0,2.0,1,0.0,1,1.5,1.3,3.9,1,1.6,1,2.7,2.9,4.8,2.5,1,2.8,3.9,1,2.8,4.0,2.2,1.9,2.2,3.8,1,1.7,1
Student 0393,1,2.3,1,1.9,3.0,4.4,3.5,2,1,1,1,1.7,1,4.8,1,4.1,2.1,1.2,3.0,1.5,2.3,2.4,3,1,2.3,1,1.4,1.9,3.3,1,1.6,1,2.6,2.3,3.3,2.5,1,2.3,4.7,1,2.9,4.4,2.5,2,2.2,3.7,0,2,1
Student 0394,1,2.6,1,1.5,2.5,3.7,3.5,1.5,1,1,1,1.5,1,3.9,1,3.9,2.1,1.3,2.4,0.0,2.7,0.0,2.7,1,2.0,1,1.4,1.5,3.7,0,1.8,1,2.3,1.9,3.1,2.6,1,2.0,3.5,1,2.6,4.1,2.0,1.3,2.0,3.5,1,1.3,1
Student 0395,0,2.3,0,1.0,1.5,3.8,2.6,1.4,1,1,1,1.1,1,2.7,0,3.1,1.3,1.4,1.9,0.9,1.5,1.8,1.6,1,1.1,1,0.9,0.8,2.1,0,0.8,1,2.3,2.1,3.0,1.7,1,1.2,2.4,0,2.2,2.9,1.4,1.0,1.3,2.1,1,1.3,1
Student 0396,1,2.0,1,1.7,1.7,4.5,4.4,1.5,1,1,1,1.8,1,4.1,1,4.0,1.9,1.6,2.1,1.4,2.4,2.6,2.4,1,1.8,1,1.9,1.2,4.5,1,1.4,0,2.3,2.5,4.0,1.7,1,2.5,3.3,1,2.7,3.5,0.0,1.2,2.1,2.9,1,1.6,1
Student 0397,1,2.3,1,1.4,2.3,3.0,2.8,1.3,1,1,1,1.4,1,3.5,1,3.4,2.6,1.7,1.9,1.5,2.1,2.2,1.6,1,2.0,0,1.5,1.6,2.9,1,1.1,1,2.2,1.9,4.0,1.8,1,2.2,4.3,1,2.5,4.2,2.4,1.2,1.6,3.9,1,1.4,1
Student 0398,0,2.2,1,1.6,2.6,4.3,3.1,1.2,1,1,1,1.5,1,4.1,1,3.7,1.9,1.8,2.8,1.4,1.8,2.3,2.8,1,2.3,1,1.4,1.2,4.3,0,1.4,1,2.9,2.1,2.8,2.8,1,1.8,4.6,1,2.3,4.8,2.4,1.7,1.7,0.0,1,1.8,1
Student 0399,1,2.3,1,1.8,2.0,3.6,3.3,1.3,1,1,1,1.7,1,4.4,1,3.3,2.6,1.7,2.7,1.8,2.9,2.7,2.2,1,2.8,1,1.6,1.4,4.8,1,1.6,1,2.9,2.1,3.3,2.8,1,2.7,3.2,1,2.4,3.4,2.9,1.4,1.9,3.2,1,1.6,1
Student 0400,1,2.0,1,1.1,1.9,4.5,3.1,1.1,1,1,1,1.2,1,2.6,1,3.2,2.0,1.7,2.2,1.6,1.8,1.7,1.6,1,2.6,1,1.8,1.2,3.7,1,1.3,1,2.1,2.3,3.0,2.2,1,2.7,3.2,1,1.8,3.2,0.2,1.3,2.0,3.5,1,1.6,1
Student 0401,1,2.1,1,1.3,2.1,4.2,3.8,1.1,1,1,1,1.4,1,4.5,1,4.6,2.0,1.1,2.1,1.3,1.9,1.8,2.6,1,2.8,0,1.7,1.3,4.6,1,1.8,1,2.6,1.9,3.1,2.1,1,1.7,3.0,1,1.8,3.0,2.7,1.9,2.0,3.4,1,1.2,1
Student 0402,1,2.2,1,2,2.1,4.4,4.6,1.6,1,1,1,1.5,1,3.6,1,5,2.8,1.8,3,1.5,2.2,2.7,2.4,1,3,1,2.0,1.8,4.0,1,1.8,1,2.6,3,3.3,3,1,2.7,4.0,1,2.6,5,2.6,1.4,2.1,4.6,1,2,1
Student 0403,1,3,1,2,2.6,5,4.5,2,1,1,1,2,1,5,1,5,3,2,3,2,3,3,3,1,3,1,1.6,2,5,1,2,1,3,3,5,3,1,3,5,1,2.8,4.2,2.5,1.8,3,4.3,1,1.9,1
Student 0404,1,3,1,1.7,2.7,5,5,1.9,1,1,1,2,1,4.8,1,4.2,3,1.5,3.0,1.5,3,3,2.8,1,2.6,1,1.7,2,4.9,1,1.7,1,3,2.7,5,3,1,2.7,4.1,1,2.4,3.8,2.6,2.0,3,5.0,1,1.9,1
Student 0405,0,0.9,0,0.1,0.6,0.0,1.2,0.1,0,1,0,0.4,0,1.4,0,0.4,0.4,0.1,0.4,0.7,0.8,0.4,1.2,0,0.2,0,2,2,0.1,0,0.1,0,0.0,0.4,1.1,1.2,0,1.2,0.1,0,0.3,0.7,0.4,0.6,0.7,1.9,0,1.2,0
Student 0406,1,2.1,1,2,2.3,3.5,4.1,1.5,1,1,1,2,1,4.8,1,4.8,2.1,2,2.6,2,2.7,2.4,3,1,2.6,1,1.9,2,4.6,1,1.8,1,2.7,3,4.2,3,1,2.8,4.0,1,2.5,5.0,2.1,2,3,5,1,1.5,1
Student 0407,0,3,0,0.4,0.6,2.7,2.0,1.1,0,0,1,1.0,0,1.5,0,1.1,3,1.0,3,0.4,1.0,1.7,1.0,0,1.4,0,0.6,0.6,2.7,0,0.7,0,1.6,1.5,1.3,1.3,1,1.6,1.1,0,1.3,1.1,1.0,0.7,1.5,0.9,0,0.6,0
Student 0408,0,1.2,0,0.9,0.6,2.4,1.5,0.6,0,0,0,0.5,0,2.4,0,1.5,1.5,0.6,0.4,0.4,1.0,1.0,1.1,0,1.4,0,0.3,0.6,0.7,1,0.8,0,1.1,0.9,2.2,0.6,1,0.6,1.9,0,1.0,0.7,0.9,0.8,1.3,0.8,0,0.8,1
Student 0409,1,2.2,1,1.9,2.6,4.4,4.0,1.8,1,1,1,1.5,1,3.7,1,4.3,3.0,2,2.8,0.2,3,2.1,3,1,2.9,1,1.6,1.5,4.9,1,1.6,1,2.4,2.3,5,2.5,1,2.6,4.4,1,3,3.8,3,1.9,2.6,5.0,1,2.0,1
Student 0410,0,1.3,1,0.8,3.0,2.9,3.7,0.9,0,1,1,1.1,1,2.4,1,2.6,1.4,1.3,1.8,1.4,1.8,1.4,1.9,1,1.4,0,1.2,1.2,3.6,1,0.8,0,1.9,1.8,3.0,1.4,1,1.7,2.3,1,1.8,2.8,1.2,1.5,1.9,2.1,0,0.8,0
Student 0411,1,2.6,1,1.2,1.9,3.3,3.0,1.3,1,1,1,1.4,1,4.8,1,3.8,2.7,1.4,2.8,1.2,2.8,1.9,2.1,1,2.7,1,1.8,1.5,4.8,1,0.0,1,1.9,2.2,3.1,1.9,1,0.2,3.9,1,2.6,3.6,2.4,1.8,2.0,3.8,1,1.8,1
Student 0412,1,3,1,2,2.8,5,5,2,1,1,1,1.8,1,5,1,4.4,3,2,2.6,1.6,3,3,3,1,3,1,1.6,2,4.6,1,2,1,3,2.8,5,2.3,1,3,5,1,3,5,3,2,3,5,1,1.7,1
